ID,Average of retweet_count,Average of favorite_count,bot_type,#of_friends,#of_followers,status_num,default_profile,geo_enabled,default_profile_image
3042874674,43.82352941,0,scam bot,0,0,20,1,0,0
3055225969,0.012,0.012,spam bot,0,4,772,1,0,0
3153362979,1.84,0.036,spam bot,52,253,10070,0,0,0
3157341339,0,0.004,spam bot,64,182,40698,0,0,0
3165893411,0.032,0.04,spam bot,104,269,48823,1,0,0
3167942682,0.032,0.04,spam bot,45,186,16141,0,0,0
3167950890,0.448,0.06,spam bot,47,138,32432,0,0,0
3167962440,0,0.004,spam bot,95,70,14526,0,0,0
3167964494,0.012,0.012,spam bot,98,65,8715,0,0,0
3167971386,0.004,0.012,spam bot,99,44,16316,0,0,0
3167992778,0.008,0.024,spam bot,33,181,20035,0,0,0
3168018530,0.008,0.016,spam bot,86,42,4009,0,0,0
3168022627,0.016,0.008,spam bot,48,98,24500,0,0,0
3168028789,0.004,0.02,spam bot,45,196,16798,0,0,0
3168029725,0.004,0.056,spam bot,39,204,26012,0,0,0
3168040651,0.008,0.032,spam bot,62,119,16877,0,0,0
3168041323,0.012,0.04,spam bot,90,77,25064,0,0,0
3168042265,0.008,0.024,spam bot,65,116,30644,0,0,0
3168043903,0.024,0.068,spam bot,91,157,20100,0,0,0
3168044893,0.016,0.048,spam bot,63,131,22373,0,0,0
3168047107,0.044,0.068,spam bot,0,77,7687,0,0,0
3193988145,72.824,6.324,scam bot,366,499,1489,0,0,0
3227904608,0.047619048,0.047619048,spam bot,7,3,42,1,0,0
3229520827,0.043478261,0.065217391,spam bot,3,4,46,1,0,0
3229551091,0.322580645,0.096774194,spam bot,4,3,31,1,0,0
3231014982,0.008,0.016,spam bot,84,118,18620,0,0,0
3231291522,0.051282051,0.102564103,spam bot,3,3,39,1,0,0
3231315638,0.068,0,spam bot,68,202,36254,0,0,0
3231842864,0.06,0,spam bot,64,115,21370,0,0,0
3231874357,0.04,0.088,spam bot,35,98,21265,0,0,0
3231879564,0.028,0.08,spam bot,43,119,8376,0,0,0
3231976172,0.012,0.016,spam bot,47,128,20763,0,0,0
3232215462,0.008,0.032,spam bot,23,102,15447,0,0,0
3234328321,0.157894737,0.105263158,spam bot,3,3,38,1,0,0
3235009453,0.008,0.032,spam bot,45,152,18141,0,0,0
3235105898,0.032,0.068,spam bot,65,169,15750,0,0,0
3238777032,0.012,0.02,spam bot,71,136,102704,0,0,0
3302446791,0.037735849,0.037735849,spam bot,5,4,53,1,0,0
3302525926,0.048780488,0.048780488,spam bot,0,2,41,1,0,0
3302530024,0.568181818,0.045454545,spam bot,0,2,44,1,0,0
3303491711,0.041666667,0.041666667,spam bot,7,4,48,1,0,0
3305460917,0.051282051,0.128205128,spam bot,4,7,39,1,0,0
3307816547,0.043478261,0.260869565,spam bot,8,3,46,1,0,0
3308945967,0.058823529,0.058823529,spam bot,10,3,34,1,0,0
4299178814,1427.5,0,scam bot,26,0,4,1,0,0
4331279781,0.164,0.08,spam bot,346,184,6721,1,0,0
4778298479,2195.59375,0.4375,scam bot,141,9,36,1,0,0
