,ID,Average of retweet_count,Average of favorite_count,bot_type,#of_friends,#of_followers,status_num,default_profile,geo_enabled,default_profile_image,avg_tweet_per_day
848,2495663488,1575.048,0.434,2,0,0,85,1,0,0,1.806451613
849,2558753784,0.008,0.016,7,38,41,2770,0,0,0,1.444
850,2577279787,0.032,0.016,7,128,191,35948,0,0,0,371.2
851,2579207780,0.012,0.032,7,66,147,9074,0,0,0,3.864
852,2579211932,0.028,0.076,7,48,107,8187,0,0,0,1.725321888
853,2580232604,0.008,0.032,7,115,213,13453,0,0,0,3.698198198
854,2580268597,0.024,0.056,7,122,215,13570,0,0,0,1.512
855,2580592724,3704.864,0.091,2,0,4,24,1,0,0,2.066666667
856,2581844526,0.016,0.044,7,113,208,14869,0,0,0,3.819742489
857,2583735798,0.02,0.036,7,80,248,9162,0,0,0,1.636
858,2615946960,0.008,0.036,7,189,226,27003,0,0,0,3.995951417
859,2645582425,0.028,0.076,7,82,243,17203,0,0,0,2.092
860,2645788448,0,0.108,7,86,198,11188,0,0,0,2.16194332
861,2647655401,0,0.02,7,137,189,49175,0,0,0,3.768518519
862,2677641872,0.016,0.028,7,89,267,13377,0,0,0,3.016064257
863,2677896769,0.012,0.02,7,60,137,5317,0,0,0,2.924
864,2700434262,0.008,0.004,7,92,113,74785,0,0,0,2.102040816
865,2723773225,0.016,0.024,7,89,119,19236,0,0,0,3.754098361
866,2732397842,0.004,0,7,56,104,22150,0,0,0,84.90243902
867,2732446718,0,0,7,86,66,11805,0,0,0,1.084677419
868,2766113040,0.032,0.076,7,28,40,4958,1,0,0,1.052208835
869,2766137106,0.004,0.072,7,57,73,6170,0,0,0,3.012048193
870,2766181627,0.016,0.06,7,44,115,8231,1,0,0,2.504237288
871,2785373829,0.02,0.028,7,30,224,32451,0,0,0,3.296137339
872,2786138968,0.012,0.04,7,44,176,64849,0,0,0,2.671171171
873,2786184251,0.028,0.088,7,12,68,35757,0,0,0,2.097046414
874,2786192464,0.008,0.012,7,30,132,41375,0,0,0,4.39380531
875,2786943825,0.008,0.012,7,84,199,51966,0,0,0,71.76923077
876,2786980305,0.032,0.04,7,60,179,53691,0,0,0,3.550898204
877,2787014584,0.016,0.032,7,25,195,34197,0,0,0,3.187793427
878,2787053566,0.008,0.048,7,45,215,36992,0,0,0,1.204
879,2787057239,0.036,0.036,7,78,341,69127,0,0,0,2.144680851
880,2790626649,1938.5,0,2,120,16,11,1,0,0,1.857142857
881,2791704203,0.012,0.032,7,93,298,37742,0,0,0,4.333333333
882,2813786985,0.008,0.032,7,11,46,46211,1,0,0,2.012
883,2814135472,0.008,0.016,7,7,69,49777,1,0,0,1.995967742
884,2814893105,0.068,0.044,7,65,194,69261,1,0,0,152.5555556
885,2815531324,0.008,0.02,7,11,55,39666,1,0,0,1.561403509
886,2815546623,0.02,0.016,7,17,43,43827,1,0,0,1.451219512
887,2815655381,0.02,0.036,7,12,31,28913,1,0,0,2.182926829
888,2815669702,0.024,0.032,7,11,118,22516,1,0,0,2.424107143
889,2881189474,0.004,0.008,7,12,47,13178,1,0,0,3.39380531
890,2882469599,0,0.112,7,53,195,19025,0,0,0,3.065116279
891,2888024378,706.153,2.077,2,851,198,34523,0,0,0,3.727272727
892,2910051577,903.516,0,2,0,2,34,1,0,0,1.80952381
893,2935209041,0.02,0.024,7,60,143,29699,0,0,0,3.507692308
894,2942470996,0.06,0.16,7,38,25,10091,1,0,0,1.316
895,2966279225,0.008,0.056,7,64,59,131228,1,0,0,4.299578059
896,2967468803,0,0.02,7,137,225,80295,1,0,0,1.168
897,2972849692,0.004,0,7,598,528,76578,1,0,0,2.792
898,2974415139,0.02,0.092,7,154,145,68055,1,0,0,2.18442623
899,2998463923,23.165,0.447,2,845,58,89,1,0,0,1.382352941
900,3032781021,0.008,0,7,77,73,58903,0,0,0,2.085714286
901,3042874674,43.824,0,2,0,0,20,1,0,0,2.153846154
902,3055225969,0.012,0.012,7,0,4,772,1,0,0,1.069958848
903,3153362979,1.84,0.036,7,52,253,10070,0,0,0,3.012875536
904,3157341339,0,0.004,7,64,182,40698,0,0,0,7.505882353
905,3165893411,0.032,0.04,7,104,269,48823,1,0,0,178.8461538
906,3167942682,0.032,0.04,7,45,186,16141,0,0,0,1.88
907,3167950890,0.448,0.06,7,47,138,32432,0,0,0,3.407894737
908,3167962440,0,0.004,7,95,70,14526,0,0,0,1.24
909,3167964494,0.012,0.012,7,98,65,8715,0,0,0,1.552
910,3167971386,0.004,0.012,7,99,44,16316,0,0,0,1.181069959
911,3167992778,0.008,0.024,7,33,181,20035,0,0,0,3.568
912,3168018530,0.008,0.016,7,86,42,4009,0,0,0,2.74025974
913,3168022627,0.016,0.008,7,48,98,24500,0,0,0,1.68
914,3168028789,0.004,0.02,7,45,196,16798,0,0,0,2.451327434
915,3168029725,0.004,0.056,7,39,204,26012,0,0,0,3.110132159
916,3168040651,0.008,0.032,7,62,119,16877,0,0,0,3.576923077
917,3168041323,0.012,0.04,7,90,77,25064,0,0,0,1.56
918,3168042265,0.008,0.024,7,65,116,30644,0,0,0,2.666666667
919,3168043903,0.024,0.068,7,91,157,20100,0,0,0,2.721030043
920,3168044893,0.016,0.048,7,63,131,22373,0,0,0,2.458715596
921,3168047107,0.044,0.068,7,0,77,7687,0,0,0,3.012295082
922,3193988145,72.824,6.324,2,366,499,1489,0,0,0,2.125
923,3227904608,0.048,0.048,7,7,3,42,1,0,0,1.292682927
924,3229520827,0.043,0.065,7,3,4,46,1,0,0,1.318181818
925,3229551091,0.323,0.097,7,4,3,31,1,0,0,1.333333333
926,3231014982,0.008,0.016,7,84,118,18620,0,0,0,106.0571429
927,3231291522,0.051,0.103,7,3,3,39,1,0,0,1.567567568
928,3231315638,0.068,0,7,68,202,36254,0,0,0,614.5454545
929,3231842864,0.06,0,7,64,115,21370,0,0,0,98.05263158
930,3231874357,0.04,0.088,7,35,98,21265,0,0,0,1.656903766
931,3231879564,0.028,0.08,7,43,119,8376,0,0,0,2.084
932,3231976172,0.012,0.016,7,47,128,20763,0,0,0,71.23255814
933,3232215462,0.008,0.032,7,23,102,15447,0,0,0,2.630434783
934,3234328321,0.158,0.105,7,3,3,38,1,0,0,1.583333333
935,3235009453,0.008,0.032,7,45,152,18141,0,0,0,2.698275862
936,3235105898,0.032,0.068,7,65,169,15750,0,0,0,2.276595745
937,3238777032,0.012,0.02,7,71,136,102704,0,0,0,1.020080321
938,3302446791,0.038,0.038,7,5,4,53,1,0,0,1.294117647
939,3302525926,0.049,0.049,7,0,2,41,1,0,0,1.365853659
940,3302530024,0.568,0.045,7,0,2,44,1,0,0,1.340909091
941,3303491711,0.042,0.042,7,7,4,48,1,0,0,1.434782609
942,3305460917,0.051,0.128,7,4,7,39,1,0,0,1.578947368
943,3307816547,0.043,0.261,7,8,3,46,1,0,0,1.386363636
944,3308945967,0.059,0.059,7,10,3,34,1,0,0,1.8125
945,4299178814,1427.5,0,2,26,0,4,1,0,0,1
946,4331279781,0.164,0.08,7,346,184,6721,1,0,0,1.743478261
947,4778298479,2195.594,0.438,2,141,9,36,1,0,0,1.695652174
